title,company,description,onsite_remote,salary,location,criteria,posted_date,link
"Business Enabling Environment (BEE) Manager, Sri Lanka",ACDI/VOCA,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Other'}, {'Industries': 'International Trade and Development'}]",2023-08-26,https://lk.linkedin.com/jobs/view/business-enabling-environment-bee-manager-sri-lanka-at-acdi-voca-3704330467?refId=jvhqPQ%2FxcSeI0try%2F%2FCciw%3D%3D&trackingId=l9ptqfG8r%2FkUztCXtta0qw%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Application Developer,Novacura,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-08-02,https://lk.linkedin.com/jobs/view/application-developer-at-novacura-3694416348?refId=jvhqPQ%2FxcSeI0try%2F%2FCciw%3D%3D&trackingId=Gx7p4LYohoNMoTpm8cAtoA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Development Team Lead,ParentPay Lanka (Pvt) Ltd,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Software Development'}]",2023-08-29,https://lk.linkedin.com/jobs/view/development-team-lead-at-parentpay-lanka-pvt-ltd-3705682229?refId=jvhqPQ%2FxcSeI0try%2F%2FCciw%3D%3D&trackingId=zKnT%2FyFChCSf%2F%2F16rku7gQ%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
"Workforce Development Manager, Sri Lanka",ACDI/VOCA,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Human Resources'}, {'Industries': 'International Trade and Development'}]",2023-08-24,https://lk.linkedin.com/jobs/view/workforce-development-manager-sri-lanka-at-acdi-voca-3703284868?refId=jvhqPQ%2FxcSeI0try%2F%2FCciw%3D%3D&trackingId=pS0bsIDFIa4aXo57mCe80g%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Software Engineer (.Net/ C#/ Angular +),George Bernard,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Executive'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-08-12,https://lk.linkedin.com/jobs/view/software-engineer-net-c%23-angular-%2B-at-george-bernard-3713753414?refId=jvhqPQ%2FxcSeI0try%2F%2FCciw%3D%3D&trackingId=Ya28WqTFs92dhmM25tZupw%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Tech Lead/ Associate Tech Lead,Embla Software Innovation (pvt) Ltd,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-09-08,https://lk.linkedin.com/jobs/view/tech-lead-associate-tech-lead-at-embla-software-innovation-pvt-ltd-3714996287?refId=jvhqPQ%2FxcSeI0try%2F%2FCciw%3D%3D&trackingId=FAVSMuvci4NXmNqINJZUrg%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Business Analyst,Virtusa,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Research, Analyst, and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-09-13,https://lk.linkedin.com/jobs/view/business-analyst-at-virtusa-3719923487?refId=jvhqPQ%2FxcSeI0try%2F%2FCciw%3D%3D&trackingId=7ctgwc8IysTe%2FEs2%2BhLQbw%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
GroupM | Intern - Digital Media,GroupM,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Internship'}, {'Employment type': 'Temporary'}, {'Job function': 'Advertising, Strategy/Planning, and Marketing'}, {'Industries': 'Advertising Services'}]",2023-03-30,https://lk.linkedin.com/jobs/view/groupm-intern-digital-media-at-groupm-3582732032?refId=jvhqPQ%2FxcSeI0try%2F%2FCciw%3D%3D&trackingId=nl53T%2F4thh8MzSAWnIS6Tg%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
"Deputy Chief of Party, Sri Lanka",ACDI/VOCA,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Director'}, {'Employment type': 'Full-time'}, {'Job function': 'Other'}, {'Industries': 'International Trade and Development'}]",2023-05-12,https://lk.linkedin.com/jobs/view/deputy-chief-of-party-sri-lanka-at-acdi-voca-3605729320?refId=jvhqPQ%2FxcSeI0try%2F%2FCciw%3D%3D&trackingId=VUjqAELHs43cVfJl%2B1UOVA%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Recruitment Executive,Accenture,Nan,hybrid,NaN,"Ja-ela, Western Province, Sri Lanka","[{'Seniority level': 'Executive'}, {'Employment type': 'Full-time'}, {'Job function': 'Human Resources'}, {'Industries': 'Retail Apparel and Fashion and Outsourcing and Offshoring Consulting'}]",2023-09-01,https://lk.linkedin.com/jobs/view/recruitment-executive-at-accenture-3702295185?refId=jvhqPQ%2FxcSeI0try%2F%2FCciw%3D%3D&trackingId=cHvANjdSIAjS5bwpRlDvrw%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Internship with WOW Superapp - WOW Mall,Dialog Axiata PLC,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Internship'}, {'Employment type': 'Internship'}, {'Job function': 'Sales'}, {'Industries': 'Telecommunications'}]",2023-09-07,https://lk.linkedin.com/jobs/view/internship-with-wow-superapp-wow-mall-at-dialog-axiata-plc-3706545375?refId=jvhqPQ%2FxcSeI0try%2F%2FCciw%3D%3D&trackingId=qNC%2FKSNM3OMpf7ISg9Y%2B8w%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Tech Lead,Embla Software Innovation (pvt) Ltd,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-09-01,https://lk.linkedin.com/jobs/view/tech-lead-at-embla-software-innovation-pvt-ltd-3710063311?refId=jvhqPQ%2FxcSeI0try%2F%2FCciw%3D%3D&trackingId=gmPKBp6fmnoyD2M6DbedDQ%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Software Engineers - Blockchain,CodeGen International,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Software Development'}]",2023-08-03,https://lk.linkedin.com/jobs/view/software-engineers-blockchain-at-codegen-international-3681868682?refId=jvhqPQ%2FxcSeI0try%2F%2FCciw%3D%3D&trackingId=DQptU%2B2qQrbbWK8iHTbmTw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Engineer,Embla Software Innovation (pvt) Ltd,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka",[],2023-09-01,https://lk.linkedin.com/jobs/view/data-engineer-at-embla-software-innovation-pvt-ltd-3710064203?refId=jvhqPQ%2FxcSeI0try%2F%2FCciw%3D%3D&trackingId=RUSwsq%2FUIlv7aSYaWl%2BeBQ%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
Director of Engineering,Amused Group,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Transportation, Logistics, Supply Chain and Storage'}]",2023-08-11,https://lk.linkedin.com/jobs/view/director-of-engineering-at-amused-group-3686356032?refId=jvhqPQ%2FxcSeI0try%2F%2FCciw%3D%3D&trackingId=%2BQH7hQEoskc7RGEj5AADYg%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Engineer,Embla Software Innovation (pvt) Ltd,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-09-01,https://lk.linkedin.com/jobs/view/data-engineer-at-embla-software-innovation-pvt-ltd-3710064203?refId=gJY2X5bToZlqIZZl9u0amw%3D%3D&trackingId=qhmsvWRzApd9LCtFvbWuFw%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
Risk and Security Specialist,DT Global,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Other, Information Technology, and Management'}, {'Industries': 'International Trade and Development'}]",2023-07-17,https://lk.linkedin.com/jobs/view/risk-and-security-specialist-at-dt-global-3667725478?refId=gJY2X5bToZlqIZZl9u0amw%3D%3D&trackingId=EBDvVUW4BE4ZrjuY9ft2Ug%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
Associate Technical Lead/Tech Lead (Frontend),George Bernard,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka",[{'Employment type': 'Full-time'}],2023-09-13,https://lk.linkedin.com/jobs/view/associate-technical-lead-tech-lead-frontend-at-george-bernard-3712146396?refId=gJY2X5bToZlqIZZl9u0amw%3D%3D&trackingId=GxyEmpZklvbKMDVFkGz0VA%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
Iteration Manager,Intrepid Travel,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Travel Arrangements'}]",2023-09-11,https://lk.linkedin.com/jobs/view/iteration-manager-at-intrepid-travel-3718465098?refId=gJY2X5bToZlqIZZl9u0amw%3D%3D&trackingId=dVkJzrPbb2Jh7LZ5qhKXeA%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
Slales executive,Swedish Trading Company (Pvt) Ltd.,Nan,hybrid,NaN,"Mount Lavinia, Western Province, Sri Lanka",[{'Employment type': 'Full-time'}],2023-09-12,https://lk.linkedin.com/jobs/view/slales-executive-at-swedish-trading-company-pvt-ltd-3711609928?refId=gJY2X5bToZlqIZZl9u0amw%3D%3D&trackingId=3f9EhPyiXwdSFD0I4ydpGQ%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Backend Engineer,Amused Group,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-06-07,https://lk.linkedin.com/jobs/view/senior-backend-engineer-at-amused-group-3646860069?refId=gJY2X5bToZlqIZZl9u0amw%3D%3D&trackingId=rkK402g%2FUAxfvOEyXIs9mA%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
Frontend Developer,Oscar Wylee,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Retail'}]",2023-08-28,https://lk.linkedin.com/jobs/view/frontend-developer-at-oscar-wylee-3698454733?refId=gJY2X5bToZlqIZZl9u0amw%3D%3D&trackingId=ErV4OV7HLKxvvfkxWNtocA%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
Consultant -Sales and Distribution,Rizing,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Business Development and Sales'}, {'Industries': 'IT Services and IT Consulting'}]",2023-08-28,https://lk.linkedin.com/jobs/view/consultant-sales-and-distribution-at-rizing-3706019859?refId=gJY2X5bToZlqIZZl9u0amw%3D%3D&trackingId=Us9NjWIsfrmt0YVazcFm1w%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
Technical Specialist/Manager D365 CE,HCLTech Sri Lanka,Nan,hybrid,NaN,"Western Province, Sri Lanka",[],2023-05-19,https://lk.linkedin.com/jobs/view/technical-specialist-manager-d365-ce-at-hcltech-sri-lanka-3520729079?refId=gJY2X5bToZlqIZZl9u0amw%3D%3D&trackingId=%2Fu67xLcgfgnTAJCgnhFUbA%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
Development Team Lead,ParentPay Lanka (Pvt) Ltd,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Software Development'}]",2023-08-29,https://lk.linkedin.com/jobs/view/development-team-lead-at-parentpay-lanka-pvt-ltd-3705682229?refId=gJY2X5bToZlqIZZl9u0amw%3D%3D&trackingId=%2FniDpoLej0Zi%2F8ejNX2fkA%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
Psychology tutors,Education Services Network (Private) Limited,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Part-time'}, {'Industries': 'E-Learning Providers'}]",2023-09-12,https://lk.linkedin.com/jobs/view/psychology-tutors-at-education-services-network-private-limited-3711649089?refId=gJY2X5bToZlqIZZl9u0amw%3D%3D&trackingId=v2fWSIyJFw1umySfF0iM%2Bw%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Software Engineer Team Lead,LiveRoom Technologies,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Industries': 'Software Development'}]",2023-09-04,https://lk.linkedin.com/jobs/view/senior-software-engineer-team-lead-at-liveroom-technologies-3704861185?refId=gJY2X5bToZlqIZZl9u0amw%3D%3D&trackingId=oMfcHWUlwvC29lrxWdxu%2Bw%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
"Assistant Manager, Statutory Reporting",LSEG (London Stock Exchange Group),Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Research, Analyst, and Information Technology'}, {'Industries': 'IT Services and IT Consulting and Financial Services'}]",2023-09-12,https://lk.linkedin.com/jobs/view/assistant-manager-statutory-reporting-at-lseg-london-stock-exchange-group-3711651752?refId=gJY2X5bToZlqIZZl9u0amw%3D%3D&trackingId=tyF5Xnz5rVAICiRAFP%2BKQA%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Software Engineer,Embla Software Innovation (pvt) Ltd,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-09-01,https://lk.linkedin.com/jobs/view/senior-software-engineer-at-embla-software-innovation-pvt-ltd-3710193184?refId=gJY2X5bToZlqIZZl9u0amw%3D%3D&trackingId=acJ1kwpuMorvLxU4Ju1zXg%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
"Senior Executive, Accounts Payable",LSEG (London Stock Exchange Group),Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Accounting/Auditing and Finance'}, {'Industries': 'IT Services and IT Consulting and Financial Services'}]",2023-09-13,https://lk.linkedin.com/jobs/view/senior-executive-accounts-payable-at-lseg-london-stock-exchange-group-3712185969?refId=gJY2X5bToZlqIZZl9u0amw%3D%3D&trackingId=eJolltn3qvcllAp1kS3u3g%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Project Manager,Rizing,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Project Management and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-09-06,https://lk.linkedin.com/jobs/view/project-manager-at-rizing-3713682286?refId=gJY2X5bToZlqIZZl9u0amw%3D%3D&trackingId=bTgDhC9B7hc1o8lHjkPGFA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Web Game Developer | Hybrid | Night Shift | Sri Lanka,Emapta Global,Nan,hybrid,NaN,"Colombo District, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Outsourcing and Offshoring Consulting'}]",2023-09-13,https://lk.linkedin.com/jobs/view/web-game-developer-hybrid-night-shift-sri-lanka-at-emapta-global-3712148279?refId=gJY2X5bToZlqIZZl9u0amw%3D%3D&trackingId=tqHQgKJ6HFjK3wROvmmMJQ%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Data Engineer (SAP HANA),LSEG (London Stock Exchange Group),Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting and Financial Services'}]",2023-08-25,https://lk.linkedin.com/jobs/view/senior-data-engineer-sap-hana-at-lseg-london-stock-exchange-group-3636506026?refId=gJY2X5bToZlqIZZl9u0amw%3D%3D&trackingId=5lV4OFDEDrJ98QrkeBnRFg%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Technical Consultant D365 CE,HCLTech Sri Lanka,Nan,hybrid,NaN,"Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-05-19,https://lk.linkedin.com/jobs/view/senior-technical-consultant-d365-ce-at-hcltech-sri-lanka-3520728346?refId=gJY2X5bToZlqIZZl9u0amw%3D%3D&trackingId=Pppsf6zItfylqkFvtt9tXQ%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Technical Specialist/Manager -D365 CE,HCLTech Sri Lanka,Nan,hybrid,NaN,"Western Province, Sri Lanka",[],2023-09-12,https://lk.linkedin.com/jobs/view/technical-specialist-manager-d365-ce-at-hcltech-sri-lanka-3714450741?refId=gJY2X5bToZlqIZZl9u0amw%3D%3D&trackingId=IWpMqeRaZPUkGw%2FWnXIDCQ%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Influencer Marketing Executive,Oscar Wylee,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Marketing and Sales'}, {'Industries': 'Retail'}]",2023-08-22,https://lk.linkedin.com/jobs/view/influencer-marketing-executive-at-oscar-wylee-3692377518?refId=gJY2X5bToZlqIZZl9u0amw%3D%3D&trackingId=4lH%2Bcpr24XlN7HMeaAvFnQ%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Lead Consultant - Java,Virtusa,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-09-04,https://lk.linkedin.com/jobs/view/lead-consultant-java-at-virtusa-3711511528?refId=gJY2X5bToZlqIZZl9u0amw%3D%3D&trackingId=2Pn4g1aH6ESMNOXEzo90JA%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
MICROSOFT POWER APPS DEVELOPER,EvonSys,Nan,hybrid,NaN,"Western Province, Sri Lanka","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2023-08-28,https://lk.linkedin.com/jobs/view/microsoft-power-apps-developer-at-evonsys-3698489083?refId=gJY2X5bToZlqIZZl9u0amw%3D%3D&trackingId=MXvlcctea1K402eyYuJ0SA%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
Project Manager (Scrum Master),Amused Group,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Project Management and Information Technology'}, {'Industries': 'Transportation, Logistics, Supply Chain and Storage'}]",2023-08-04,https://lk.linkedin.com/jobs/view/project-manager-scrum-master-at-amused-group-3681410348?refId=gJY2X5bToZlqIZZl9u0amw%3D%3D&trackingId=aY7cYiYq0944RXz20z%2BYAg%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
